,COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,Predicted_CH4_per(10^4 Barrer),Predicted_CO4_per(10^4 Barrer),Predicted_H2S_per(10^4 Barrer)
12097,linker98_N_linker72_CH_sql_relaxed.cif,21.11096,20.3581,0.271802,6264.17,3.20528,0.899486,0,0.526315789,0.298245614,0.105263158,0.070175439,1.5,0,0,0,121,0.672222222,0.175438596,0.561403509,21.05333125,21.209818,36.966755
12098,linker106_CO_linker38_NH_unc_relaxed_interp_2.cif,22.82733,17.81056,0.245195,6338.95,3.61883,0.899469,1,0.465116279,0.302325581,0.139534884,0.093023256,1.5,0,0,0,193,0.603125,0.23255814,0.744186047,23.99709937,21.142483,41.48466
12099,linker103_CO_linker18_NH_und_relaxed_interp_2.cif,21.79569,18.28755,0.226061,6769.5,3.9569,0.899462,1,0.486238532,0.293577982,0.110091743,0.110091743,1,0,0,0,1089,0.642099057,0.220183486,0.713394495,23.98139669,20.205088,45.31625
12100,linker98_N_linker61_CH_lvt_relaxed_interp_4.cif,24.15645,19.64811,0.239583,5770.88,3.68331,0.899452,1,0.528301887,0.339622642,0.132075472,0,0,0,0,0,1105,0.616629464,0.132075472,0.401509434,21.57539515,20.05578,37.63484
12101,linker98_N_linker66_CH_lvt_relaxed_interp_4.cif,21.3947,18.95875,0.247701,7076.7,3.53895,0.899444,1,0.527272727,0.345454545,0.109090909,0.018181818,6,0,0,0,1153,0.621228448,0.127272727,0.394181818,20.24792309,21.806995,39.009346
12102,linker106_C_linker75_C_lcv_relaxed.cif,26.82472,20.84004,0.19519,4752.43,4.65372,0.899444,1,0.433333333,0.366666667,0.133333333,0.066666667,2,0,0,0,157,0.503205128,0.2,0.634666667,32.68473042,22.049198,34.821453
12103,linker109_C_linker53_C_pcb_relaxed.cif,21.95207,18.79688,0.196968,7060.78,4.54602,0.89944,1,0.52688172,0.430107527,0.043010753,0,0,0,0,0,449,0.572704082,0.043010753,0.130752688,24.7962711,16.914679,38.230434
12104,linker102_CO_linker5_NH_dia_relaxed.cif,17.85075,15.46866,0.208608,6806.49,4.28364,0.899428,1,0.516483516,0.395604396,0.043956044,0.043956044,1,0,0,0,225,0.598404255,0.087912088,0.284835165,26.73027866,18.713905,43.63489
12105,linker98_C_linker13_C_gis_relaxed_interp_2.cif,27.22422,24.12151,0.19596,5480.21,4.57605,0.899423,1,0.542372881,0.423728814,0.033898305,0,0,0,0,0,1217,0.594238281,0.033898305,0.103050847,28.69942396,20.00308,35.76766
12106,linker109_C_linker96_C_dmd_relaxed_interp_2.cif,20.69212,16.98366,0.23693,5680.71,3.70725,0.899421,1,0.592920354,0.353982301,0.053097345,0,0,0,0,0,183,0.682835821,0.053097345,0.161415929,22.46817307,20.374924,39.523724
12107,linker106_N_linker84_CH_umc_relaxed_interp_2.cif,22.40862,18.81531,0.237362,6552.58,3.74693,0.899416,1,0.413793103,0.344827586,0.24137931,0,0,0,0,0,337,0.438802083,0.24137931,0.733793103,23.05300465,21.595306,37.5972
12108,linker103_C_linker3_C_und_relaxed.cif,19.71852,17.52467,0.242397,6542.55,3.59988,0.899402,1,0.619047619,0.380952381,0,0,0,0,0,0,865,0.693108974,0,0,21.47503666,20.291723,39.79149
12109,linker100_CH_linker1_N_kgm_relaxed.cif,22.33581,20.58537,0.272276,7488.03,3.17883,0.8994,0,0.5,0.357142857,0.107142857,0.035714286,3,0,0,0,149.5,0.593253968,0.142857143,0.448571429,21.58125499,24.48786,36.79762
12110,linker111_NH_linker102_CH2_mot-e_relaxed.cif,26.17563,22.90344,0.223542,6014.51,3.95676,0.899396,1,0.516339869,0.418300654,0.052287582,0,0,0,0,0.013071895,181,0.57278481,0.052287582,0.158954248,22.38047914,19.162878,37.867085
12111,linker101_N_linker1_CH_uni_relaxed.cif,20.86386,20.34646,0.244762,6806.79,3.58438,0.899391,1,0.482758621,0.379310345,0.137931034,0,0,0,0,0,361,0.537202381,0.137931034,0.419310345,22.1875431,21.870438,40.821243
12112,linker106_CO_linker97_NH_pts_relaxed_interp_2.cif,18.79013,15.30395,0.243684,6788.37,3.60409,0.89938,1,0.538461538,0.358974359,0.076923077,0.025641026,3,0,0,0,213,0.633928571,0.102564103,0.322051282,22.55303823,20.606922,41.245483
12113,linker103_CH2_linker35_NH_qtz_relaxed_interp_2.cif,19.77935,17.83029,0.235565,6713.28,3.74317,0.899378,1,0.546391753,0.371134021,0.082474227,0,0,0,0,0,199,0.625786164,0.082474227,0.250721649,23.68426852,20.183817,39.51047
12114,linker103_C_linker85_C_atn_relaxed.cif,32.31221,23.9583,0.225558,5678.72,3.94444,0.899377,1,0.587301587,0.317460317,0.063492063,0.031746032,2,0,0,0,833,0.703547297,0.095238095,0.302222222,23.65881507,20.193996,36.177803
12115,linker106_N_linker61_CH_umc_relaxed_interp_2.cif,22.13659,18.93579,0.237711,6764.72,3.74042,0.899377,1,0.413793103,0.344827586,0.24137931,0,0,0,0,0,337,0.438802083,0.24137931,0.733793103,23.18071674,21.685944,38.276154
12116,linker98_C_linker8_C_nbo_relaxed_interp_2.cif,27.94621,20.73881,0.241955,6282.87,3.65622,0.899374,1,0.549019608,0.294117647,0.078431373,0.078431373,1,0,0,0,469,0.697916667,0.156862745,0.508235294,23.72662727,20.914623,38.846737
12117,linker99_N_linker9_CH_kgm_relaxed.cif,19.55924,17.13752,0.26391,8267.05,3.25816,0.899367,0,0.516129032,0.419354839,0.064516129,0,0,0,0,0,163,0.565972222,0.064516129,0.196129032,18.41456491,24.903488,33.841816
12118,linker104_CH2_linker70_NH_und_relaxed.cif,22.81194,19.71124,0.198395,7516.11,4.55858,0.899362,1,0.378378378,0.405405405,0.108108108,0.108108108,1,0,0,0,353,0.393973214,0.216216216,0.700540541,24.35408493,17.700155,43.265324
12119,linker104_CH_linker26_N_unj_relaxed.cif,23.96739,22.83717,0.216599,6234.09,4.17656,0.899355,1,0.444444444,0.2,0.133333333,0.222222222,0.6,0,0,0,169,0.704166667,0.355555556,1.169777778,27.59868115,20.109894,45.298695
12120,linker102_NH_linker30_CH2_dia_relaxed_interp_2.cif,22.10945,20.64489,0.214048,6365.41,4.15338,0.89935,1,0.515151515,0.404040404,0.080808081,0,0,0,0,0,465,0.569852941,0.080808081,0.245656566,25.05430388,19.709156,39.04126
12121,linker109_N_linker13_CH_crb_relaxed_interp_2.cif,24.79325,22.45027,0.202561,6974.9,4.389,0.899347,1,0.505154639,0.453608247,0.041237113,0,0,0,0,0,417,0.531887755,0.041237113,0.125360825,24.83354206,18.172691,42.28357
12122,linker99_CH_linker29_N_uoj_relaxed_interp_2.cif,24.85315,15.41575,0.225027,7213,3.97144,0.89934,1,0.465116279,0.302325581,0.139534884,0.093023256,1.5,0,0,0,385,0.6015625,0.23255814,0.744186047,23.70782396,21.266842,42.49991
12123,linker109_N_linker60_CH_dia_relaxed_interp_2.cif,22.09022,16.40756,0.209197,6743.88,4.26746,0.899339,1,0.50617284,0.395061728,0.098765432,0,0,0,0,0,369,0.5625,0.098765432,0.300246914,25.41955455,17.884464,41.2878
12124,linker102_N_linker3_CH_gis_relaxed_interp_2.cif,18.08918,15.72617,0.246033,7162.46,3.55099,0.899328,1,0.555555556,0.395061728,0.049382716,0,0,0,0,0,897,0.622916667,0.049382716,0.150123457,21.86614784,21.37494,38.55668
12125,linker106_CH_linker63_N_dei-z_relaxed_interp_2.cif,22.18028,16.16623,0.215713,6717.63,4.16099,0.899327,1,0.419354839,0.35483871,0.193548387,0.032258065,6,0,0,0,769,0.462139423,0.225806452,0.699354839,24.5453309,20.167358,39.797924
12126,linker105_CH_linker22_N_unj_relaxed_interp_2.cif,18.8469,15.15636,0.242995,7242.34,3.63085,0.899326,1,0.526315789,0.315789474,0.078947368,0.078947368,1,0,0,0,319,0.664583333,0.157894737,0.511578947,23.75465951,21.581062,42.859264
12127,linker104_N_linker88_CH_unj_relaxed.cif,17.9322,17.26657,0.247276,6506.75,3.58442,0.899318,1,0.482758621,0.310344828,0.068965517,0.137931034,0.5,0,0,0,433,0.644345238,0.206896552,0.684137931,23.37843102,20.600584,42.557228
12128,linker93_C_linker83_C_kgd-a_relaxed.cif,23.26312,22.41951,0.250087,6347.09,3.48479,0.899316,0,0.576923077,0.346153846,0.076923077,0,0,0,0,0,721,0.667592593,0.076923077,0.233846154,18.48687842,20.450642,36.6143
12129,linker105_N_linker19_CH_qtz_relaxed_interp_2.cif,22.63829,21.68988,0.234506,6370.96,3.76689,0.899309,1,0.555555556,0.361111111,0.055555556,0.027777778,2,0,0,0,625,0.651041667,0.083333333,0.264444444,21.97809853,20.536217,40.590546
12130,linker98_NH_linker24_CH2_sql_relaxed.cif,24.34907,23.82249,0.228052,6945.27,3.89893,0.899307,0,0.507042254,0.352112676,0.084507042,0.056338028,1.5,0,0,0,133,0.615740741,0.14084507,0.450704225,20.3832285,18.154026,42.496914
12131,linker105_CH_linker81_N_krr_relaxed.cif,20.894,18.84214,0.274641,7483.72,3.17272,0.899306,0,0.5,0.291666667,0.166666667,0.041666667,4,0,0,0,226,0.627777778,0.208333333,0.65,26.47648658,25.305124,34.94377
12132,linker91_NH_linker87_CH2_tts-a_relaxed.cif,24.23509,22.51935,0.224185,8840.2,3.95638,0.899303,0,0.416666667,0.416666667,0.166666667,0,0,0,0,0,361,0.401111111,0.166666667,0.506666667,18.98939771,22.47334,36.428196
12133,linker98_N_linker71_CH_dmp_relaxed_interp_2.cif,19.69148,17.36397,0.241159,6766.43,3.65486,0.8993,1,0.527272727,0.327272727,0.127272727,0.018181818,7,0,0,0,585,0.630387931,0.145454545,0.449454545,21.65957832,20.670414,40.436886
12134,linker109_CH_linker12_N_dia_relaxed_interp_2.cif,18.32174,16.69234,0.221577,6120.58,4.02794,0.899295,1,0.50617284,0.345679012,0.049382716,0.098765432,0.5,0,0,0,417,0.635670732,0.148148148,0.489876543,25.94871099,19.600834,45.086765
12135,linker109_N_linker4_CH_unc_relaxed_interp_2.cif,21.25102,18.60953,0.229582,6810.22,3.86676,0.899291,1,0.532467532,0.337662338,0.077922078,0.051948052,1.5,0,0,0,213,0.649390244,0.12987013,0.415584416,22.79360101,20.528631,42.862034
12136,linker107_NH_linker57_CH2_qtz_relaxed.cif,18.06819,17.47645,0.228957,6060.9,3.89034,0.899284,1,0.444444444,0.388888889,0.138888889,0.027777778,5,0,0,0,187,0.486979167,0.166666667,0.517777778,23.15741985,19.78032,40.696285
12137,linker111_C_linker3_C_acs-a_relaxed_interp_2.cif,25.09392,16.12164,0.223053,5781.79,3.96228,0.899276,1,0.567164179,0.417910448,0,0,0,0,0,0.014925373,577,0.632675439,0,0,21.53662422,20.278856,38.640316
12138,linker102_CH_linker35_N_sql_relaxed.cif,19.17601,18.32206,0.281328,6075.01,3.06119,0.899272,0,0.578947368,0.336842105,0.084210526,0,0,0,0,0,445,0.674242424,0.084210526,0.256,19.92817796,20.879417,33.57664
12139,linker104_NH_linker4_CH2_qtz_relaxed.cif,16.77347,15.75563,0.209707,6913.54,4.3167,0.899271,1,0.424242424,0.363636364,0.090909091,0.121212121,0.75,0,0,0,175,0.520833333,0.212121212,0.693333333,24.71651153,19.097227,41.762337
12140,linker103_C_linker77_C_und_relaxed.cif,19.69011,17.6942,0.247929,6536.43,3.53181,0.899269,1,0.593220339,0.338983051,0.06779661,0,0,0,0,0,769,0.686607143,0.06779661,0.206101695,21.72026403,20.825127,39.226784
12141,linker103_CH2_linker18_NH_crb_relaxed_interp_2.cif,23.13638,16.25021,0.220385,6774.95,4.0578,0.899263,1,0.469026549,0.353982301,0.10619469,0.07079646,1.5,0,0,0,481,0.567216981,0.17699115,0.566371681,23.80020995,20.097612,40.522736
12142,linker99_C_linker30_C_lvt_relaxed_interp_2.cif,21.52483,16.15467,0.249237,5542.03,3.51866,0.899248,1,0.592592593,0.333333333,0.074074074,0,0,0,0,0,353,0.689453125,0.074074074,0.225185185,22.01786847,20.280989,37.59125
12143,linker91_C_linker38_C_fss_relaxed.cif,19.04539,17.87821,0.312024,6846,2.74767,0.899243,0,0.538461538,0.230769231,0.153846154,0.076923077,2,0,0,0,721,0.715277778,0.230769231,0.732307692,23.26339235,26.602144,32.86162
12144,linker106_CO_linker20_NH_crb_relaxed_interp_2.cif,20.93223,15.31883,0.20243,6838.59,4.42978,0.89924,1,0.468085106,0.404255319,0.085106383,0.042553191,2,0,0,0,369,0.524147727,0.127659574,0.405106383,26.74033836,17.173964,39.0603
12145,linker109_N_linker73_CH_sra_relaxed_interp_2.cif,20.93713,15.85624,0.211717,7766.73,4.20978,0.899237,1,0.472527473,0.395604396,0.131868132,0,0,0,0,0,353,0.513081395,0.131868132,0.400879121,23.70652575,20.93369,39.443645
12146,linker102_NH_linker71_CO_dia_relaxed.cif,16.7911,15.20005,0.224085,6536.54,3.99589,0.899233,1,0.493975904,0.313253012,0.120481928,0.072289157,1.666666667,0,0,0,205,0.625,0.192771084,0.614939759,25.56998808,20.620731,43.30627
12147,linker108_N_linker12_CH_nfa_relaxed.cif,19.92183,15.78166,0.255142,6307.39,3.46324,0.899225,1,0.516129032,0.290322581,0.064516129,0.129032258,0.5,0,0,0,529,0.688802083,0.193548387,0.64,23.34663469,20.98046,40.379654
12148,linker111_NH_linker102_CH2_asv_relaxed.cif,29.98119,24.11749,0.234735,6232.7,3.75001,0.899222,1,0.505976096,0.414342629,0.06374502,0,0,0,0,0.015936255,285,0.561023622,0.06374502,0.193784861,21.09079307,20.75188,37.8406
12149,linker102_CO_linker95_NH_jph_relaxed_interp_4.cif,23.76954,20.01995,0.205867,6702.49,4.33047,0.899209,1,0.541218638,0.401433692,0.043010753,0.014336918,3,0,0,0,1473,0.60968543,0.05734767,0.180071685,25.17677995,19.86212,39.395844
12150,linker104_NH_linker14_CO_sod_relaxed_interp_2.cif,32.31919,24.91859,0.201042,6752.45,4.49539,0.899206,1,0.468085106,0.361702128,0.042553191,0.127659574,0.333333333,0,0,0,625,0.591856061,0.170212766,0.568510638,22.40934054,20.03017,37.26492
12151,linker103_CH_linker40_N_dia_relaxed_interp_3.cif,23.4636,15.80001,0.27435,5669.24,3.1688,0.8992,1,0.595505618,0.269662921,0.08988764,0.04494382,2,0,0,0,937,0.73663522,0.134831461,0.427865169,21.53922024,20.746206,33.607616
12152,linker101_CH_linker46_N_unj_relaxed.cif,16.93125,16.03585,0.261397,6161.47,3.34058,0.899196,1,0.5,0.352941176,0.147058824,0,0,0,0,0,469,0.574754902,0.147058824,0.447058824,21.82970697,22.413958,37.067627
12153,linker103_CO_linker18_NH_lcs_relaxed_interp_2.cif,21.61023,18.79887,0.227517,6841.85,3.92551,0.899195,1,0.486238532,0.293577982,0.110091743,0.110091743,1,0,0,0,1633,0.641902516,0.220183486,0.713394495,23.79352092,20.023115,44.757996
12154,linker103_C_linker32_C_unh_relaxed_interp_2.cif,20.85383,16.07078,0.240495,6743.49,3.68207,0.899195,1,0.555555556,0.345679012,0.098765432,0,0,0,0,0,697,0.64537037,0.098765432,0.300246914,22.31990826,20.60417,39.86342
12155,linker108_N_linker44_CH_uni_relaxed.cif,19.38011,18.52456,0.255495,7639.65,3.43623,0.899191,1,0.511627907,0.348837209,0.093023256,0.046511628,2,0,0,0,163,0.617424242,0.139534884,0.442790698,22.62735304,23.920563,41.6405
12156,linker98_C_linker28_C_dmp_relaxed_interp_2.cif,18.83365,15.58172,0.247135,6431.6,3.54997,0.899188,1,0.576271186,0.338983051,0.050847458,0.033898305,1.5,0,0,0,373,0.685661765,0.084745763,0.271186441,23.45519115,20.37962,40.69818
12157,linker102_NH_linker101_CO_oso_relaxed.cif,20.94621,20.38643,0.256421,5202.24,3.42874,0.899187,1,0.531531532,0.324324324,0.072072072,0.072072072,1,0,0,0,235,0.663841808,0.144144144,0.467027027,22.32427838,20.178675,37.42735
12158,linker101_CH_linker66_N_umc_relaxed_interp_2.cif,24.02149,19.59572,0.225837,6146.54,3.95098,0.899185,1,0.448275862,0.344827586,0.172413793,0.034482759,5,0,0,0,433,0.520432692,0.206896552,0.642758621,23.94318682,20.238464,37.963936
12159,linker102_CH_linker66_N_acs-a_relaxed_interp_2.cif,31.05465,15.64153,0.230379,6179.9,3.84817,0.899181,1,0.518987342,0.35443038,0.101265823,0.025316456,4,0,0,0,601,0.610772358,0.126582278,0.394936709,22.97402743,20.557285,38.656586
12160,linker99_CH_linker31_N_krr_relaxed.cif,25.85195,24.13077,0.246051,8038.28,3.55739,0.899179,0,0.512820513,0.384615385,0.102564103,0,0,0,0,0,346,0.576666667,0.102564103,0.311794872,17.49025738,23.254044,36.098907
12161,linker96_C_linker96_C_clh_relaxed_interp_2.cif,21.36698,15.30619,0.213134,5018.7,4.22458,0.899179,1,0.583333333,0.333333333,0.083333333,0,0,0,0,0,913,0.679315476,0.083333333,0.253333333,29.47386716,20.772514,39.684364
12162,linker107_N_linker78_CH_nfa_relaxed.cif,19.60566,15.86703,0.234862,7134.05,3.77805,0.899169,1,0.448275862,0.344827586,0.172413793,0.034482759,5,0,0,0,325,0.520833333,0.206896552,0.642758621,22.83824948,21.086735,41.210304
12163,linker105_C_linker59_C_rhr_relaxed.cif,33.59774,15.35697,0.225892,5364.07,3.93658,0.899168,1,0.523809524,0.333333333,0.095238095,0.047619048,2,0,0,0,337,0.638257576,0.142857143,0.453333333,23.53085948,19.980772,38.314545
12164,linker104_CO_linker13_NH_und_relaxed.cif,21.87231,19.80905,0.207145,6601.98,4.32866,0.899167,1,0.43902439,0.414634146,0.048780488,0.097560976,0.5,0,0,0,577,0.500868056,0.146341463,0.483902439,25.03433708,17.851818,41.822205
12165,linker92_C_linker32_C_kgd-a_relaxed.cif,20.11998,18.58558,0.255594,7285.53,3.4065,0.899163,0,0.5,0.357142857,0.142857143,0,0,0,0,0,433,0.572751323,0.142857143,0.434285714,18.63901618,22.295532,36.973064
12166,linker103_N_linker6_CH_sra_relaxed_interp_2.cif,18.82697,16.07571,0.251687,6843.15,3.50594,0.899161,1,0.532467532,0.25974026,0.103896104,0.103896104,1,0,0,0,465,0.708841463,0.207792208,0.673246753,24.06428365,21.508102,42.342873
12167,linker98_N_linker45_CH_dmp_relaxed_interp_2.cif,19.56167,16.28946,0.241578,6224.51,3.64479,0.89916,1,0.561403509,0.333333333,0.105263158,0,0,0,0,0,673,0.657226563,0.105263158,0.32,22.89677358,20.327671,40.140926
12168,linker96_CH_linker92_N_nod_relaxed_interp_2.cif,20.67472,19.62018,0.234913,6109.47,3.77007,0.899129,1,0.555555556,0.333333333,0.111111111,0,0,0,0,0,313,0.652083333,0.111111111,0.337777778,22.5284423,20.42676,41.988148
12169,linker100_N_linker4_CH_umc_relaxed_interp_2.cif,23.47086,18.1849,0.245698,6224.64,3.61297,0.899128,1,0.5,0.285714286,0.107142857,0.107142857,1,0,0,0,593,0.661830357,0.214285714,0.694285714,23.6714166,20.721685,39.88532
12170,linker98_CH_linker69_N_sql_relaxed.cif,21.23151,20.06355,0.250346,6727.09,3.50283,0.899127,0,0.535714286,0.339285714,0.107142857,0.017857143,6,0,0,0,115,0.638888889,0.125,0.387142857,21.96684318,20.732418,35.674503
12171,linker106_NH_linker12_CH2_qtz_relaxed.cif,16.08796,15.46292,0.217999,6556.78,4.11928,0.899119,1,0.378378378,0.405405405,0.108108108,0.108108108,1,0,0,0,133,0.395833333,0.216216216,0.700540541,24.64558424,19.996767,44.36618
12172,linker106_N_linker44_CH_qtz_relaxed.cif,16.57712,15.63658,0.230782,7358.95,3.85074,0.899116,1,0.444444444,0.377777778,0.133333333,0.044444444,3,0,0,0,241,0.502083333,0.177777778,0.558222222,22.95013544,21.836765,42.28089
12173,linker91_C_linker38_C_kgd-a_relaxed.cif,19.29223,18.14422,0.290655,6285.56,2.98305,0.899112,0,0.538461538,0.230769231,0.153846154,0.076923077,2,0,0,0,541,0.715608466,0.230769231,0.732307692,22.00866196,22.953487,34.02369
12174,linker109_NH_linker103_CH2_alb-a_relaxed.cif,22.33342,18.15591,0.231005,6406.33,3.81619,0.899107,1,0.551020408,0.408163265,0.040816327,0,0,0,0,0,397,0.612654321,0.040816327,0.124081633,23.8384251,20.45757,39.96881
12175,linker92_CH_linker7_N_kgd-a_relaxed.cif,19.32662,17.44005,0.218853,8124.39,4.02782,0.899104,0,0.5,0.428571429,0.071428571,0,0,0,0,0,406,0.537037037,0.071428571,0.217142857,17.78923861,20.498287,37.354313
12176,linker91_N_linker96_CH_nod_relaxed_interp_2.cif,21.18798,19.70454,0.242864,5947.61,3.64821,0.899103,1,0.529411765,0.294117647,0.176470588,0,0,0,0,0,277,0.641203704,0.176470588,0.536470588,22.13126112,20.94466,40.69025
12177,linker100_CH2_linker52_NH_qtz_relaxed.cif,16.36236,15.21404,0.223208,7019.72,3.99538,0.899093,1,0.447368421,0.394736842,0.105263158,0.052631579,2,0,0,0,205,0.50245098,0.157894737,0.501052632,23.95636992,20.86035,40.896496
12178,linker100_NH_linker48_CO_qtz_relaxed.cif,17.76005,16.91293,0.236322,6291.16,3.7602,0.899081,1,0.473684211,0.342105263,0.105263158,0.078947368,1.333333333,0,0,0,253,0.585648148,0.184210526,0.591578947,23.9889473,20.530762,44.114212
12179,linker92_CH2_linker87_NH_hcb_relaxed.cif,18.13769,16.64786,0.223343,9212.48,3.9404,0.89908,0,0.461538462,0.461538462,0.076923077,0,0,0,0,0,199,0.460648148,0.076923077,0.233846154,17.49079786,21.569736,37.1816
12180,linker98_CH_linker65_N_sql_relaxed.cif,22.39831,21.98146,0.2543,6390.34,3.44821,0.899078,0,0.566037736,0.283018868,0.150943396,0,0,0,0,0,124,0.688888889,0.150943396,0.458867925,19.51960178,21.239485,35.037228
12181,linker99_CH_linker44_N_unj_relaxed.cif,21.39851,20.73398,0.228234,6479.21,3.88644,0.899072,1,0.487804878,0.365853659,0.097560976,0.048780488,2,0,0,0,553,0.576041667,0.146341463,0.464390244,22.83632056,20.289852,43.70618
12182,linker104_N_linker26_CH_unj_relaxed.cif,23.97327,22.97583,0.212464,6257.9,4.27019,0.899061,1,0.444444444,0.2,0.133333333,0.222222222,0.6,0,0,0,169,0.704166667,0.355555556,1.169777778,28.71363627,18.43673,45.128773
12183,linker99_N_linker81_CH_lvt_relaxed_interp_2.cif,22.46864,17.25804,0.228889,5710.92,3.90119,0.899049,1,0.52173913,0.304347826,0.173913043,0,0,0,0,0,241,0.627604167,0.173913043,0.528695652,24.48173621,20.696596,39.67404
12184,linker110_C_linker39_C_acs-a_relaxed_interp_2.cif,24.61819,15.23864,0.28197,5083.21,3.07147,0.899046,1,0.517241379,0.344827586,0.137931034,0,0,0,0,0,433,0.601388889,0.137931034,0.419310345,22.49607421,22.239973,29.527586
12185,linker98_CH_linker9_N_sql_relaxed.cif,21.74443,20.75855,0.241146,7253.5,3.63391,0.899034,0,0.542372881,0.389830508,0.06779661,0,0,0,0,0,118,0.614583333,0.06779661,0.206101695,17.08772898,20.684418,35.048588
12186,linker109_N_linker8_CH_unj_relaxed_interp_2.cif,24.14998,23.51361,0.22533,6872.3,3.95607,0.899026,1,0.50617284,0.296296296,0.098765432,0.098765432,1,0,0,0,325,0.660569106,0.197530864,0.64,23.97799275,20.316715,44.23746
12187,linker110_C_linker32_C_uka_relaxed.cif,19.03522,18.54127,0.23928,5762.54,3.68388,0.899025,1,0.454545455,0.424242424,0.121212121,0,0,0,0,0,449,0.467708333,0.121212121,0.368484848,22.38986547,19.68603,36.81049
12188,linker103_N_linker67_CH_dei-z_relaxed_interp_2.cif,33.75523,15.30144,0.239749,6439.55,3.69569,0.899014,1,0.549295775,0.281690141,0.112676056,0.056338028,2,0,0,0,1729,0.692708333,0.169014085,0.536338028,23.73317465,22.899822,39.829277
12189,linker106_N_linker89_CH_umc_relaxed_interp_3.cif,24.37777,19.85929,0.240687,6437.38,3.65013,0.899002,1,0.511627907,0.395348837,0.093023256,0,0,0,0,0,1201,0.568655303,0.093023256,0.282790698,21.9251088,20.516497,35.304516
12190,linker91_C_linker38_C_ply_relaxed.cif,23.36229,21.45814,0.310604,6771.76,2.76783,0.898999,0,0.538461538,0.230769231,0.153846154,0.076923077,2,0,0,0,1261,0.714852608,0.230769231,0.732307692,22.84843773,25.28187,32.46869
12191,linker98_CH_linker95_N_ins_relaxed_interp_3.cif,18.94886,16.85727,0.260668,6704.68,3.32261,0.898995,1,0.6,0.346153846,0.053846154,0,0,0,0,0,646,0.69017094,0.053846154,0.163692308,20.22250687,22.616371,36.957165
12192,linker100_N_linker34_CH_unc_relaxed.cif,17.01677,16.39002,0.22607,6787.85,3.96011,0.898994,1,0.5,0.275,0.1,0.125,0.8,0,0,0,109,0.68125,0.225,0.734,24.78682994,20.65055,46.847553
12193,linker109_CH_linker70_N_crb_relaxed_interp_2.cif,24.11964,21.10204,0.211023,7169.74,4.2364,0.898993,1,0.482352941,0.376470588,0.094117647,0.047058824,2,0,0,0,369,0.5625,0.141176471,0.448,25.85883304,20.343836,41.143463
12194,linker98_NH_linker23_CH2_sql_relaxed.cif,23.39746,22.00917,0.229027,7152.21,3.87482,0.89899,0,0.507042254,0.352112676,0.084507042,0.056338028,1.5,0,0,0,133,0.615740741,0.14084507,0.450704225,20.00197076,19.345177,42.027863
12195,linker104_CH2_linker48_NH_und_relaxed.cif,18.50778,15.03304,0.207353,7289.33,4.33349,0.898986,1,0.43902439,0.414634146,0.097560976,0.048780488,2,0,0,0,545,0.473090278,0.146341463,0.464390244,25.46100074,18.856314,41.014725
12196,linker103_C_linker64_C_und_relaxed.cif,20.47091,17.12737,0.263167,5853.7,3.32306,0.898979,1,0.614035088,0.280701754,0.070175439,0.035087719,2,0,0,0,833,0.74375,0.105263158,0.334035088,21.07235672,20.940924,35.910976
12197,linker98_C_linker13_C_nbo_relaxed_interp_2.cif,28.32388,21.54193,0.223458,6551.24,3.94383,0.898966,1,0.542372881,0.423728814,0.033898305,0,0,0,0,0,457,0.595052083,0.033898305,0.103050847,23.02572071,20.50266,39.990402
12198,linker103_CO_linker34_NH_dia_relaxed_interp_2.cif,23.09299,19.48022,0.223151,5899.44,4.02265,0.898962,1,0.524752475,0.277227723,0.079207921,0.118811881,0.666666667,0,0,0,593,0.699292453,0.198019802,0.64950495,24.95030433,19.514551,40.82394
12199,linker100_NH_linker39_CH2_qtz_relaxed_interp_2.cif,22.49757,21.05338,0.232081,6314.69,3.83719,0.898957,1,0.473684211,0.342105263,0.157894737,0.026315789,6,0,0,0,121,0.560185185,0.184210526,0.570526316,22.79384452,20.65488,42.064606
12200,linker93_C_linker88_C_hcb_relaxed.cif,20.21748,19.39024,0.250427,7103.56,3.48844,0.898953,0,0.551020408,0.367346939,0.020408163,0.06122449,0.333333333,0,0,0,427,0.658950617,0.081632653,0.272653061,17.62667216,20.428825,38.295357
12201,linker109_CH_linker31_N_unc_relaxed_interp_3.cif,21.76156,18.33218,0.224306,7255.53,3.94256,0.898929,1,0.524752475,0.396039604,0.079207921,0,0,0,0,0,373,0.586477987,0.079207921,0.240792079,21.56791701,20.55854,41.782043
12202,linker102_CH_linker7_N_qtz_relaxed.cif,19.07956,18.63851,0.237004,7590.75,3.68348,0.898924,1,0.540229885,0.413793103,0.045977011,0,0,0,0,0,169,0.59929078,0.045977011,0.139770115,22.60921045,22.33438,37.840965
12203,linker92_NH_linker58_CH2_hcb_relaxed.cif,18.25888,16.92374,0.229694,8978.16,3.8426,0.898923,0,0.416666667,0.416666667,0.166666667,0,0,0,0,0,145,0.402777778,0.166666667,0.506666667,17.71821408,23.122362,39.568687
