COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_H2S(10^-8 m2/s),P_H2S(10^4 Barrer)
21391N2.cif,38.85647,38.68679,0.356172,2256.46,2.29075,0.762353,0,0.482758621,0.379310345,0.068965517,0.068965517,0,0,0,0,1,97,0.577380952,0.137931034,0.446896552,11.18155445,1.058755366,9.601260363
21182N2.cif,26.06708,25.87098,0.52496,1892.44,1.43759,0.727859,0,0.5,0.333333333,0.111111111,0.055555556,0,0,0,0,2,67,0.62037037,0.166666667,0.528888889,24.17127554,0.34798019,9.599356278
19470N2.cif,31.50293,31.32681,0.511426,2059.61,1.43282,0.685452,0,0.569892473,0.365591398,0.064516129,0,0,0,0,0,0,415,0.652515723,0.064516129,0.196129032,19.23058774,0.47652872,9.595244376
19550N2.cif,19.29454,19.15539,0.59689,1748.79,1.16554,0.654863,0,0.561403509,0.368421053,0.070175439,0,0,0,0,0,0,83,0.6484375,0.070175439,0.213333333,20.20075883,0.4064,9.584747804
20191N2.cif,33.01596,32.79335,0.332648,2592.91,2.50487,0.779484,0,0.565217391,0.347826087,0.043478261,0,0.043478261,0,0,0,0,106,0.679487179,0.043478261,0.132173913,13.78849878,0.896667276,9.57535707
16032N2.cif,22.30685,21.78847,0.388373,2801.55,2.07311,0.725767,0,0.491525424,0.389830508,0.084745763,0.033898305,0,0,0,0,2.5,98.5,0.566091954,0.118644068,0.374237288,13.6962003,0.827939435,9.546836074
21012N2.cif,30.63543,30.3537,0.320409,2741.09,2.56866,0.745548,0,0.531914894,0.340425532,0.042553191,0.085106383,0,0,0,0,0.5,100,0.666666667,0.127659574,0.42212766,10.56582169,1.26151378,9.510210789
19510N2.cif,38.80846,38.64294,0.315673,2570.51,2.6613,0.795821,0,0.52,0.36,0.08,0.04,0,0,0,0,2,97,0.621794872,0.12,0.3808,13.29520026,0.952879584,9.506054263
20320N2.cif,36.22341,36.02662,0.339306,2531.77,2.46132,0.795756,0,0.56,0.36,0.08,0,0,0,0,0,0,109,0.648809524,0.08,0.2432,18.61535181,0.632597486,9.496962468
21191N2.cif,45.88943,45.79396,0.247235,2935.7,3.38091,0.762481,0,0.5,0.326086957,0.108695652,0.065217391,0,0,0,0,1.666666667,86.5,0.626811594,0.173913043,0.554782609,4.966962435,3.389776208,9.480154852
11002N2.cif,32.49748,32.26851,0.347833,2598.13,2.35981,0.742915,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,12.76622004,0.960522681,9.464428842
17151N2.cif,24.50352,24.38006,0.510773,1931.55,1.44409,0.69313,0,0.5,0.403614458,0.042168675,0.054216867,0,0,0,0,0.777777778,96.5,0.581325301,0.096385542,0.314698795,11.62613714,0.769694933,9.462616692
21200N2.cif,22.25008,21.9532,0.496452,2157.24,1.51962,0.710967,0,0.555555556,0.333333333,0.074074074,0.037037037,0,0,0,0,2,161,0.670833333,0.111111111,0.352592593,27.23647266,0.329157915,9.451406091
08000N3.cif,9.86844,5.40897,0.522061,4229.44,1.387,0.745136,1,0.394833948,0.442804428,0,0.088560886,0,0,0.073800738,0,0,189,0.441588785,0.088560886,0.304649446,24.64866374,0.329186937,9.427733998
19521N2.cif,16.86471,16.31454,0.486115,2507.23,1.54116,0.681819,0,0.463768116,0.434782609,0.028985507,0.072463768,0,0,0,0,0.4,100,0.520833333,0.101449275,0.337391304,24.56270438,0.387505427,9.422727737
14071N2.cif,22.92074,22.66777,0.471385,2287.01,1.61664,0.720878,0,0.581818182,0.345454545,0.072727273,0,0,0,0,0,0,173,0.67578125,0.072727273,0.221090909,28.82699338,0.321400215,9.403674589
17155N2.cif,19.382,19.26829,0.632277,1452.11,1.06795,0.60565,0,0.458715596,0.431192661,0.036697248,0.073394495,0,0,0,0,0.5,103,0.515,0.110091743,0.364036697,9.843622297,0.83472978,9.398196159
21314N2.cif,34.59008,34.52,0.321533,2671.15,2.55513,0.787601,0,0.597014925,0.343283582,0.059701493,0,0,0,0,0,0,111,0.69375,0.059701493,0.181492537,13.37290919,0.927585967,9.382669686
19200N2.cif,9.19121,8.45677,0.505368,4048.61,1.48023,0.793684,0,0.5625,0.375,0.0625,0,0,0,0,0,0,70,0.648148148,0.0625,0.19,29.0323103,0.269728526,9.381631961
19467N2.cif,10.35833,9.87273,0.508757,3092.57,1.46034,0.763285,0,0.461538462,0.423076923,0.038461538,0.076923077,0,0,0,0,0.5,76,0.527777778,0.115384615,0.381538462,28.50941801,0.282589188,9.34448926
20150N2.cif,21.27537,21.08432,0.594721,2030.49,1.16761,0.639946,0,0.548387097,0.387096774,0.032258065,0,0.032258065,0,0,0,0,130,0.637254902,0.032258065,0.098064516,18.70126085,0.438763983,9.327666527
21340N2.cif,38.20079,38.04226,0.328548,2442.07,2.5164,0.794382,0,0.576923077,0.384615385,0.038461538,0,0,0,0,0,0,118,0.655555556,0.038461538,0.116923077,14.46677679,0.826970002,9.326191091
21395N2.cif,38.12916,37.9101,0.329937,2492.96,2.53545,0.756729,0,0.482758621,0.344827586,0.068965517,0.103448276,0,0,0,0,0.666666667,103,0.613095238,0.172413793,0.565517241,11.31965832,1.098778445,9.275330611
21331N2.cif,29.4063,29.20821,0.450021,2047.12,1.72832,0.72181,0,0.541666667,0.333333333,0.083333333,0.041666667,0,0,0,0,2,103,0.66025641,0.125,0.396666667,11.84150459,0.80650481,9.265824609
19142N2.cif,25.76234,25.54261,0.582433,1590.49,1.26318,0.699444,0,0.65,0.2,0,0.15,0,0,0,0,0,133,0.852564103,0.15,0.516,23.35415072,0.325015799,9.235959604
21260N2.cif,23.28893,23.01906,0.500851,2043.57,1.52724,0.705655,0,0.579710145,0.304347826,0.086956522,0,0.028985507,0,0,0,0,225,0.703125,0.086956522,0.264347826,27.16942102,0.321151681,9.21098559
19480N2.cif,22.62047,22.03293,0.488964,2476.41,1.52208,0.69564,0,0.525,0.425,0.05,0,0,0,0,0,0,145,0.575396825,0.05,0.152,18.71827312,0.482726705,9.180008581
15252N2.cif,22.61732,22.49059,0.520862,2056.67,1.44238,0.73111,0,0.543478261,0.347826087,0.108695652,0,0,0,0,0,0,64,0.64,0.108695652,0.330434783,26.50847805,0.304056506,9.1676715
21170N2.cif,30.22016,30.03446,0.361855,2533.5,2.20707,0.737081,0,0.529411765,0.392156863,0.078431373,0,0,0,0,0,0,97,0.598765432,0.078431373,0.238431373,11.35140194,1.013168637,9.162111745
20165N2.cif,28.08589,27.8263,0.39267,2482.33,2.01925,0.743857,0,0.541666667,0.375,0.083333333,0,0,0,0,0,0,97,0.621794872,0.083333333,0.253333333,15.74634745,0.665500731,9.14239738
19542N2.cif,27.65854,27.41789,0.662891,1579.47,1.0714,0.67232,0,0.571428571,0.285714286,0.085714286,0,0.057142857,0,0,0,0,172,0.716666667,0.085714286,0.260571429,19.21108082,0.356651359,9.120704529
20300N2.cif,20.10559,19.79289,0.516143,2215.56,1.44344,0.675883,0,0.535714286,0.321428571,0.107142857,0.035714286,0,0,0,0,3,59.5,0.661111111,0.142857143,0.448571429,24.7083927,0.353437881,9.099419866
20020N2.cif,23.6513,23.43235,0.574768,1781.28,1.26458,0.680811,0,0.555555556,0.277777778,0.055555556,0.111111111,0,0,0,0,0.5,88,0.733333333,0.166666667,0.551111111,22.31147646,0.348103079,9.077575524
17240N3.cif,25.60327,25.41101,0.428917,2366.02,1.77727,0.709462,1,0.56,0.4,0.04,0,0,0,0,0,0,106,0.630952381,0.04,0.1216,10.66170927,0.936490958,9.075015456
19530N2.cif,27.86404,27.64987,0.389822,2476.34,2.024,0.741463,0,0.567164179,0.388059701,0.044776119,0,0,0,0,0,0,98,0.644736842,0.044776119,0.136119403,13.09284047,0.799548301,9.037513545
16051N2.cif,20.15685,20.05163,0.606226,1719.84,1.1853,0.708206,0,0.556701031,0.226804124,0.020618557,0.12371134,0.010309278,0,0.06185567,0,0.166666667,171,0.791666667,0.144329897,0.488247423,22.88944997,0.307232997,9.018035191
13070N2.cif,21.71779,21.48075,0.626797,1652.57,1.13246,0.630622,0,0.473684211,0.263157895,0.105263158,0.157894737,0,0,0,0,0.666666667,73,0.675925926,0.263157895,0.863157895,19.28468361,0.395725382,9.009838415
15010N2.cif,19.54624,19.1781,0.502473,2353.08,1.47582,0.692182,0,0.610169492,0.355932203,0.033898305,0,0,0,0,0,0,101,0.701388889,0.033898305,0.103050847,25.18385801,0.343940835,8.998157388
15240N2.cif,28.40894,28.13916,0.455936,1983.09,1.67576,0.683532,0,0.518518519,0.407407407,0.074074074,0,0,0,0,0,0,97,0.577380952,0.074074074,0.225185185,8.620995426,1.120880194,8.994849402
16360N2.cif,21.85709,21.61542,0.53333,2112.97,1.38706,0.691643,0,0.517241379,0.310344828,0.103448276,0.068965517,0,0,0,0,1.5,59.5,0.661111111,0.172413793,0.551724138,24.75352225,0.328167508,8.950043257
17020N2.cif,22.4178,22.16929,0.530409,1950.41,1.41283,0.709655,0,0.5,0.3125,0.125,0.0625,0,0,0,0,2,61,0.635416667,0.1875,0.595,24.97455263,0.318745032,8.949810592
20410N2.cif,27.2711,26.84175,0.498816,2286.53,1.50709,0.703896,0,0.538461538,0.358974359,0.051282051,0.051282051,0,0,0,0,1,163,0.646825397,0.102564103,0.332307692,22.58288158,0.375705365,8.89795442
20580N3.cif,16.24084,15.94544,0.591588,2024.96,1.17906,0.654035,1,0.505050505,0.414141414,0.060606061,0.02020202,0,0,0,0,3,225,0.5625,0.080808081,0.253737374,20.03686608,0.384249378,8.897702187
21320N2.cif,17.86719,17.64676,0.600161,1890.36,1.15579,0.664996,0,0.610169492,0.322033898,0.06779661,0,0,0,0,0,0,205,0.711805556,0.06779661,0.206101695,20.17215958,0.369815564,8.892808367
20151N2.cif,21.84179,21.54252,0.575682,2018.76,1.24541,0.652946,0,0.586206897,0.344827586,0.034482759,0,0.034482759,0,0,0,0,142,0.696078431,0.034482759,0.104827586,15.56545647,0.506594369,8.853126832
19103N2.cif,9.37055,8.83148,0.610698,2517.82,1.16103,0.762666,0,0.631578947,0.263157895,0.105263158,0,0,0,0,0,0,109,0.756944444,0.105263158,0.32,23.51465897,0.269394715,8.812582393
18140N2.cif,18.52351,17.97835,0.40444,3142.25,1.93913,0.756507,0,0.545454545,0.409090909,0.045454545,0,0,0,0,0,0,59,0.614583333,0.045454545,0.138181818,34.14673986,0.28227581,8.808551766
19412N2.cif,39.33515,39.18987,0.51285,1816.24,1.46008,0.733092,0,0.625,0.34375,0.03125,0,0,0,0,0,0,343,0.714583333,0.03125,0.095,14.82004741,0.529246504,8.807871735
16271N2.cif,32.3342,32.02224,0.438409,2454.64,1.76511,0.703967,0,0.574468085,0.382978723,0.042553191,0,0,0,0,0,0,211,0.651234568,0.042553191,0.129361702,14.88140781,0.639451456,8.771985637
19310N2.cif,18.10869,17.97886,0.534694,2118.59,1.34795,0.684958,0,0.58,0.38,0.04,0,0,0,0,0,0,153,0.659482759,0.04,0.1216,23.84309419,0.335441958,8.749108494
15101N2.cif,22.16326,21.92551,0.681698,1503.24,1.04331,0.644635,0,0.5,0.1875,0.125,0.1875,0,0,0,0,0.666666667,73,0.760416667,0.3125,1.025,18.4022414,0.360465967,8.70673734
19230N2.cif,18.893,18.75752,0.50258,2186.77,1.4738,0.698648,0,0.558441558,0.376623377,0.051948052,0.012987013,0,0,0,0,4,221,0.64244186,0.064935065,0.202597403,24.28766994,0.341199529,8.691053995
20153N2.cif,21.3734,21.06636,0.591735,1987.34,1.20855,0.644417,0,0.571428571,0.321428571,0.071428571,0,0.035714286,0,0,0,0,133,0.692708333,0.071428571,0.217142857,17.31929142,0.440327314,8.685894366
20403N2.cif,10.56287,8.57866,0.499717,4879.05,1.489,0.791507,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,27.53927536,0.266887093,8.683074235
19311N2.cif,17.92967,17.62098,0.540706,2151.33,1.34883,0.687613,0,0.553191489,0.340425532,0.106382979,0,0,0,0,0,0,135,0.649038462,0.106382979,0.323404255,24.04008678,0.322131948,8.599825685
16272N2.cif,39.21249,38.93275,0.355595,2794.1,2.2817,0.751296,0,0.578947368,0.385964912,0.035087719,0,0,0,0,0,0,259,0.654040404,0.035087719,0.106666667,17.7522341,0.606073919,8.585387161
05001N2.cif,23.65787,23.42513,0.583969,1718.25,1.24424,0.725208,0,0.5625,0.25,0,0.125,0,0,0.0625,0,0,85,0.787037037,0.125,0.43,24.17384159,0.280401468,8.574185707
15200N3.cif,8.20958,7.60329,0.55678,4995.9,1.35641,0.818357,1,0.517241379,0.275862069,0.068965517,0.137931034,0,0,0,0,0.5,43,0.716666667,0.206896552,0.684137931,29.49779231,0.21109857,8.474533156
12020N2.cif,18.52902,18.25823,0.780161,1355.02,0.847107,0.635859,0,0.587155963,0.220183486,0.073394495,0.073394495,0,0,0.036697248,0.009174312,1,101,0.7890625,0.146788991,0.47559633,14.92801358,0.380546701,8.417237721
20610N2.cif,29.25245,29.05709,0.435995,2168.32,1.7886,0.739455,0,0.55,0.35,0.1,0,0,0,0,0,0,85,0.643939394,0.1,0.304,13.84078189,0.630829105,8.407757102
16351N2.cif,23.4697,23.24713,0.607177,1848.03,1.18354,0.705376,0,0.5,0.307692308,0,0.115384615,0.038461538,0,0.038461538,0,0,109,0.698717949,0.115384615,0.396923077,13.49527303,0.486999397,8.407379299
20000N2.cif,20.51653,20.16798,0.455957,2943.02,1.69915,0.746383,0,0.552380952,0.361904762,0.076190476,0,0.00952381,0,0,0,0,149,0.642241379,0.076190476,0.231619048,30.43947908,0.271661368,8.405533369
14100N2.cif,17.12286,16.83337,0.521556,2376.93,1.35425,0.643727,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,21.45008049,0.390200215,8.393317503
21181N2.cif,27.50399,27.30368,0.410128,2461.57,1.92047,0.73944,0,0.529411765,0.352941176,0.117647059,0,0,0,0,0,0,67,0.62037037,0.117647059,0.357647059,13.50810826,0.683129919,8.358623231
20641N2.cif,19.28585,18.93959,0.514391,2162.25,1.41146,0.685461,0,0.586206897,0.379310345,0.034482759,0,0,0,0,0,0,68.5,0.671568627,0.034482759,0.104827586,24.51919656,0.323565853,8.355252518
20380N2.cif,22.84761,22.59156,0.58779,1783.37,1.2696,0.707107,0,0.5,0.214285714,0.142857143,0.071428571,0.071428571,0,0,0,2,61,0.726190476,0.214285714,0.68,23.97720885,0.280024409,8.33520711
20051N2.cif,26.26799,26.02613,0.51313,1922.2,1.47943,0.719602,0,0.575757576,0.333333333,0.060606061,0.03030303,0,0,0,0,2,209,0.6875,0.090225564,0.286315789,16.48951691,0.457880256,8.327107442
21394N2.cif,35.57159,35.29817,0.320161,2708.49,2.61618,0.743869,0,0.454545455,0.393939394,0.060606061,0.090909091,0,0,0,0,0.666666667,97,0.538888889,0.151515152,0.496969697,8.302482401,1.408619927,8.319193586
16150N2.cif,22.84674,22.58169,0.522975,2009.77,1.42844,0.692268,0,0.555555556,0.333333333,0.055555556,0.055555556,0,0,0,0,1,82,0.683333333,0.111111111,0.36,24.55114012,0.311801614,8.277892074
21390N2.cif,22.31282,22.05035,0.502545,2087.5,1.47923,0.678856,0,0.52293578,0.366972477,0.055045872,0.055045872,0,0,0,0,1,72,0.631578947,0.110091743,0.356697248,24.75129665,0.327601385,8.262488211
21630N2.cif,22.92625,22.70842,0.582998,1752.27,1.22944,0.695911,0,0.529411765,0.352941176,0.058823529,0.058823529,0,0,0,0,1,70,0.648148148,0.117647059,0.381176471,22.16159387,0.305313648,8.199408574
13074N2.cif,20.26056,19.92909,0.545583,2161.39,1.34726,0.624615,0,0.476190476,0.380952381,0.047619048,0.095238095,0,0,0,0,0.5,70,0.583333333,0.142857143,0.472380952,21.67121737,0.371712014,8.19931735
19143N2.cif,11.37884,11.10758,0.638185,2281.36,1.11513,0.76207,0,0.65,0.2,0,0.15,0,0,0,0,0,133,0.852564103,0.15,0.516,23.84743854,0.236023328,8.176222029
20182N2.cif,18.45428,18.13247,0.638677,1749.23,1.09699,0.671692,0,0.551724138,0.344827586,0.068965517,0.034482759,0,0,0,0,2,64,0.666666667,0.103448276,0.328275862,19.92909595,0.319788717,8.166138429
20581N2.cif,16.24084,15.94544,0.613707,1952.77,1.13546,0.652599,0,0.510204082,0.408163265,0.06122449,0.020408163,0,0,0,0,3,229,0.5725,0.081218274,0.255025381,19.27239217,0.354116807,8.164022549
15163N2.cif,19.28672,18.99947,0.538076,2012.46,1.3232,0.648048,0,0.586206897,0.379310345,0.034482759,0,0,0,0,0,0,68.5,0.671568627,0.034482759,0.104827586,21.69096191,0.359810895,8.128650823
16054N2.cif,19.95912,19.84158,0.625073,1690.42,1.13964,0.703667,0,0.553846154,0.215384615,0.030769231,0.123076923,0.015384615,0,0.061538462,0,0.25,172,0.796296296,0.153846154,0.516923077,21.55731359,0.286466549,8.112991677
21130N2.cif,21.09238,20.76059,0.49363,2413.68,1.51364,0.660841,0,0.527777778,0.361111111,0.083333333,0.027777778,0,0,0,0,3,71.5,0.627192982,0.111111111,0.348888889,24.5609959,0.338271972,8.095153054
16060N2.cif,9.86309,7.98521,0.526648,3902.98,1.3788,0.722489,0,0.512605042,0.420168067,0.033613445,0.033613445,0,0,0,0,1,141,0.577868852,0.067226891,0.217815126,24.35047409,0.291820509,8.075872634
18151N2.cif,22.00137,21.77837,0.648722,1595.84,1.08777,0.662496,0,0.5625,0.25,0.0625,0.0625,0,0.0625,0,0,1,76,0.703703704,0.1875,0.6025,20.27459534,0.309770376,8.062106205
11003N2.cif,13.67413,13.35279,0.439138,3654.62,1.76573,0.763722,0,0.46875,0.40625,0.0625,0.0625,0,0,0,0,1,97,0.538888889,0.125,0.405,33.99680004,0.236638255,8.058864722
21083N2.cif,23.42094,23.16997,0.615166,1673.8,1.15582,0.67396,0,0.582089552,0.268656716,0.059701493,0.089552239,0,0,0,0,0.666666667,117,0.75,0.149253731,0.489552239,20.49026761,0.314936021,7.991180913
17181N2.cif,20.9203,20.57924,0.492864,2460.68,1.54805,0.650461,0,0.4,0.4,0.1,0.1,0,0,0,0,1,43,0.447916667,0.2,0.648,18.11394412,0.46041672,7.985957988
16440N2.cif,27.50664,27.31084,0.416732,2280.92,1.86695,0.70209,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,10.05101077,0.908887785,7.98333206
12030N2.cif,19.38979,19.13887,0.654918,1632.55,1.08181,0.692989,0,0.545454545,0.181818182,0.060606061,0.121212121,0.03030303,0,0.060606061,0,0.5,88,0.814814815,0.181818182,0.601212121,20.77849177,0.28256809,7.959118215
18141N2.cif,19.79874,19.51385,0.441063,2587.07,1.72538,0.718218,0,0.5625,0.40625,0.03125,0,0,0,0,0,0,68.5,0.634259259,0.03125,0.095,29.82422097,0.281202106,7.935223068
18160N2.cif,18.87398,18.59478,0.57606,1912.5,1.22907,0.644504,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,19.73615972,0.361620682,7.91450577
14060N2.cif,18.55947,18.12092,0.413466,3425.64,1.91155,0.735488,0,0.56097561,0.341463415,0.048780488,0,0.048780488,0,0,0,0,63,0.684782609,0.048780488,0.148292683,30.05721928,0.289755235,7.91061111
20211N2.cif,20.2998,19.94673,0.538649,2102.28,1.3737,0.781237,0,0.5625,0.40625,0.03125,0,0,0,0,0,0,68.5,0.634259259,0.03125,0.095,27.87853608,0.225516412,7.902260289
16020N2.cif,21.2104,20.89314,0.557269,1985.57,1.3353,0.629764,0,0.4,0.35,0.1,0.15,0,0,0,0,0.666666667,49,0.510416667,0.25,0.82,19.40738884,0.388230677,7.89794714
17140N2.cif,19.89057,19.60984,0.517896,2150.75,1.42121,0.699112,0,0.575757576,0.363636364,0.060606061,0,0,0,0,0,0,76,0.666666667,0.060606061,0.184242424,24.8264142,0.292198275,7.845046265
20152N2.cif,21.11229,20.9312,0.612609,1938.01,1.12884,0.615901,0,0.533333333,0.366666667,0.066666667,0,0.033333333,0,0,0,0,121,0.630208333,0.066666667,0.202666667,16.62625169,0.418561233,7.842638281
19410N2.cif,35.72923,35.57283,0.502437,1896.98,1.47859,0.712863,0,0.6,0.36,0.04,0,0,0,0,0,0,247,0.686111111,0.04,0.1216,14.12151136,0.518033815,7.826030346
21014N2.cif,28.44211,28.27496,0.331169,2785.96,2.44546,0.730978,0,0.52,0.4,0.04,0.04,0,0,0,0,1,94,0.602564103,0.08,0.2592,7.942473416,1.362509257,7.824629186
21400N2.cif,27.19937,27.05362,0.412821,2377.29,1.87423,0.730464,0,0.56,0.4,0.04,0,0,0,0,0,0,106,0.630952381,0.04,0.1216,13.42913502,0.646431972,7.818906469
19280N2.cif,26.44235,26.18813,0.54299,2232.05,1.32378,0.668145,0,0.527272727,0.4,0.036363636,0.036363636,0,0,0,0,1,211,0.606321839,0.072727273,0.235636364,16.3193219,0.438612918,7.756407758
13071N2.cif,21.64442,21.57151,0.653124,1535.97,1.0345,0.649595,0,0.5,0.4,0.05,0.05,0,0,0,0,1,70,0.583333333,0.1,0.324,18.75221352,0.326152949,7.75044638
15251N2.cif,22.78767,22.70874,0.535897,1989.64,1.39034,0.754041,0,0.553191489,0.361702128,0.085106383,0,0,0,0,0,0,67,0.644230769,0.085106383,0.258723404,26.66781784,0.240485333,7.740462519
19120N2.cif,23.32644,23.09476,0.520492,2009.98,1.45116,0.679985,0,0.4375,0.3125,0.125,0.125,0,0,0,0,1,49,0.583333333,0.25,0.81,24.19442505,0.301301472,7.706274973
13072N2.cif,22.20649,22.0541,0.595993,1754.6,1.20505,0.654426,0,0.473684211,0.368421053,0.105263158,0.052631579,0,0,0,0,2,61,0.564814815,0.157894737,0.501052632,20.67775323,0.317960755,7.659371289
19471N2.cif,11.35144,9.73082,0.542931,3475.73,1.31936,0.73481,0,0.569892473,0.365591398,0.064516129,0,0,0,0,0,0,415,0.652515723,0.064516129,0.196129032,23.82591566,0.269569815,7.653412273
19281N2.cif,29.55916,29.37082,0.533802,2016.72,1.35769,0.688287,0,0.551020408,0.367346939,0.040816327,0.040816327,0,0,0,0,1,211,0.651234568,0.081632653,0.264489796,17.41005417,0.398704069,7.61754634
13191N2.cif,20.27141,19.89478,0.602487,1806.7,1.15352,0.603177,0,0.517241379,0.413793103,0.034482759,0.034482759,0,0,0,0,1,106,0.588888889,0.068965517,0.223448276,18.20025647,0.385277091,7.611279988
20080N2.cif,24.42986,24.29856,0.621508,1589.26,1.1855,0.738265,0,0.545454545,0.272727273,0.072727273,0.109090909,0,0,0,0,0.666666667,87,0.725,0.181818182,0.596363636,23.71291413,0.233796959,7.597965912
13121N2.cif,21.50268,21.38819,0.477811,2263.85,1.57435,0.70941,0,0.587628866,0.371134021,0.041237113,0,0,0,0,0,0,153,0.671052632,0.041237113,0.125360825,27.96053088,0.268243269,7.593504366
15030N2.cif,18.68522,18.38514,0.581115,1910.73,1.20238,0.642122,0,0.535714286,0.357142857,0.035714286,0.035714286,0,0,0.035714286,0,1,59.5,0.661111111,0.071428571,0.231428571,20.39987517,0.332099449,7.55074583
21013N2.cif,30.41829,30.17194,0.330376,2683.19,2.44969,0.741144,0,0.52,0.36,0.04,0.08,0,0,0,0,0.5,100,0.641025641,0.12,0.3968,9.319750035,1.102983384,7.517940299
22040N2.cif,26.78069,26.01336,0.445005,2798.23,1.72331,0.718986,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,259,0.674479167,0.037037037,0.112592593,19.98278775,0.391535903,7.477002792
17130N2.cif,36.55572,36.3538,0.438993,1949.44,1.74754,0.670633,0,0.575,0.375,0.05,0,0,0,0,0,0,361,0.653985507,0.05,0.152,15.45379348,0.549063702,7.461306904
19080N2.cif,17.70188,17.37251,0.62246,2019.09,1.12329,0.620954,0,0.421052632,0.368421053,0.105263158,0.105263158,0,0,0,0,1,49,0.510416667,0.210526316,0.682105263,18.61984156,0.347026632,7.459748993
15210N2.cif,22.30023,22.06435,0.617226,1729.01,1.15637,0.714783,0,0.5625,0.25,0,0.125,0,0,0.0625,0,0,85,0.787037037,0.125,0.43,21.83957792,0.258816485,7.448505673
20166N2.cif,26.03906,25.74682,0.466196,2146.4,1.63751,0.676034,0,0.481481481,0.37037037,0.111111111,0.037037037,0,0,0,0,3,88,0.564102564,0.148148148,0.465185185,8.846961009,0.89044232,7.415689513
20640N2.cif,19.49447,19.18321,0.589948,1949.5,1.16237,0.640679,0,0.584415584,0.376623377,0.038961039,0,0,0,0,0,0,179.5,0.664814815,0.038961039,0.118441558,19.59754512,0.334768381,7.40653156
19282N2.cif,30.44752,30.23816,0.537064,1968.74,1.35161,0.659081,0,0.547169811,0.339622642,0.037735849,0.075471698,0,0,0,0,0.5,235,0.675287356,0.113207547,0.374339623,17.39261944,0.402316135,7.397957459
20330N2.cif,30.97191,30.76962,0.372581,2447.06,2.15287,0.752878,0,0.571428571,0.380952381,0.047619048,0,0,0,0,0,0,94,0.652777778,0.047619048,0.144761905,13.75268508,0.639470767,7.368312823
17220N2.cif,22.19192,21.85306,0.483209,2600.4,1.54654,0.664661,0,0.46875,0.4375,0.03125,0.03125,0.03125,0,0,0,1,94,0.522222222,0.0625,0.2025,13.31674694,0.574753579,7.342257189
19330N2.cif,33.52491,33.41699,0.524054,1915.38,1.38581,0.69195,0,0.6,0.355555556,0.044444444,0,0,0,0,0,0,223,0.688271605,0.044444444,0.135111111,13.62551828,0.497499955,7.341949301
20281N2.cif,22.82201,22.49727,0.478073,2273.54,1.57578,0.704012,0,0.581818182,0.363636364,0.054545455,0,0,0,0,0,0,171,0.66796875,0.054545455,0.165818182,27.39050267,0.266318047,7.333130754
17154N2.cif,20.947,20.81746,0.615241,1455.24,1.10679,0.622935,0,0.462264151,0.443396226,0.037735849,0.056603774,0,0,0,0,0.666666667,99,0.505102041,0.094339623,0.309433962,11.19569953,0.571584042,7.325442807
16480N2.cif,18.52304,18.22152,0.567406,1951.76,1.26319,0.651894,0,0.555555556,0.333333333,0.111111111,0,0,0,0,0,0,59.5,0.661111111,0.111111111,0.337777778,20.98450596,0.315695224,7.31900796
19572N2.cif,16.26354,16.13144,0.609996,2030.83,1.12289,0.633227,0,0.581818182,0.354545455,0.063636364,0,0,0,0,0,0,172,0.671875,0.063636364,0.193454545,19.08352676,0.332274687,7.315716355
18111N2.cif,17.6262,17.28794,0.725925,1583.1,0.931116,0.714112,0,0.622222222,0.288888889,0.044444444,0,0.044444444,0,0,0,0,169,0.754464286,0.044444444,0.135111111,18.82717971,0.249586272,7.275763887
20180N2.cif,19.35841,18.84768,0.522088,2190.02,1.44382,0.684697,0,0.5625,0.3125,0.03125,0,0,0.09375,0,0,0,68.5,0.634259259,0.125,0.468125,26.26232817,0.258671945,7.253360096
16311N2.cif,9.3168,8.67349,0.489988,3859.01,1.53424,0.777907,0,0.551282051,0.346153846,0.076923077,0.025641026,0,0,0,0,3,113,0.656976744,0.102564103,0.322051282,28.52218066,0.222639723,7.229579763
19122N2.cif,20.86928,20.62443,0.54025,2105.46,1.36063,0.646907,0,0.421052632,0.368421053,0.105263158,0.105263158,0,0,0,0,1,49,0.510416667,0.210526316,0.682105263,17.37237257,0.397340149,7.205643336
21381N2.cif,15.15191,14.84828,0.705099,1655.41,0.925118,0.621436,0,0.56,0.32,0.08,0,0.04,0,0,0,0,58,0.69047619,0.08,0.2432,15.73839282,0.349103326,7.190770459
19464N2.cif,21.51492,21.24083,0.51612,2094.13,1.41545,0.684637,0,0.473684211,0.421052632,0.052631579,0.052631579,0,0,0,0,1,58,0.537037037,0.105263158,0.341052632,24.5046439,0.276753704,7.157600308
